"jobTitle","salary","description","benefits"
"Data Researcher (Part-Time)","n/a","Company Description


SportTechie exists to analyze and illuminate the growing number of ways technology is evolving the global sports industry.

We are seeking a diligent and detail-oriented Data Researcher who wants to further his or her knowledge of the sports technology industry.


Job Description


You will be empowered to:

Increase your understanding and knowledge of the global sports technology landscape by leading important research projects

Get an inside look at the latest technological innovations in the sports world
Flexible work schedule fit for a student or contractor
Learn from and work with SportTechie Management

Tasks:

Work closely with SportTechie team to complete research and data management projects
Strategize with SportTechie team regarding data management procedures and marketing and audience development projects related thereto

Qualifications


Qualifications:

This is remote work, so reliable communication skills are a must
Existing knowledge of the sports technology industry
Strict attention to detail and pride in producing error-free work
Must have at least 20 hours per week to devote to this role







Additional Information


Compensation:

$25/hour and/or Course credit if applicable


If interested in this opportunity, send your resume and cover letter detailing your interest in this role.","Benefits
Pulled from the full job description
Flexible schedule
&nbsp;"
