"jobTitle","salary","description","benefits"
"SENIOR DATA SCIENTIST","n/a","Description

SENIOR DATA SCIENTIST to research and develop the implementation of AI solutions in application projects for products and services; lead the design, analysis, and interpretation of projects from data requirement gathering to data processing, modeling, and recommendations; research emerging technologies; Mentor & train junior data scientists. Req: M.S. degree (or foreign equivalent) in Computer Science, Information Technology and Management, or a related field of study; one year of job-related experience (any title); Experience to include working with SQL, Python, Data Visualizations, Tableau, Looker & Mode. Travel/relocation to various unanticipated locations within U.S. possible. Resume: HR, Covetus, LLC, 4100 Spring Valley Road, Suite 935, Dallas, TX 75244. Refer: TXAJ23.



Experience
1 Year
Number of Position
1
Required Skills
Experience to include working with SQL, Python, Data Visualizations, Tableau, Looker & Mode.
Education
M.S. degree (or foreign equivalent) in Computer Science, Information Technology and Management
Location (City & State)
Dallas, TX

Get free consultation right away via text message or call","n/a"
